symbol,baseMean,log2FoldChange,lfcSE,pvalue,padj,EU.C021.C1,EU.C021.C2,EU.C021.C3,EU.C021.C4,EU.C021.C5,EU.C021.C6,EU.C021.C7,EU.C021.C8,EU.C021.C9,EU.C021.C10,EU.C21.ES_c21
SP6,197.56164975629525,-0.05447467929727962,0.18553339493610452,0.6308225649666767,0.8358747081990109,351,248,239,283,256,199,89,224,160,182,46
SP8,116.29511626165032,-0.06926073858779608,0.23067573611227873,0.5613995535205719,0.7955335048150409,485,25,105,93,63,45,40,45,38,40,702
SP9,12.422538015095613,0.05205467074632864,0.3084583307625282,0.6494618220285191,0.8457235829550193,3,5,22,16,17,10,10,14,14,11,7
SPA17,139.33632510316667,-0.0693520023931584,0.17954988180784728,0.5387807267110707,0.7802741174866833,192,136,223,168,150,99,104,102,110,63,221
SPACA6,194.5494620222392,-0.010303361783872016,0.17887163673658596,0.9262080633461802,0.9713613643352365,198,172,339,149,392,191,128,200,148,225,103
SPACA6-AS1,18.548650779408955,0.03303092109126768,0.28038233709943083,0.7757461135434496,0.9122118735175014,17,18,28,22,16,29,17,16,22,23,2
SPACA9,103.96008866214873,-0.26810252360362863,0.3035163274235984,0.07583934450537977,0.2712227300992649,49,145,204,107,104,59,45,98,71,104,104
SPAG1,345.49358690682527,0.03532483040355879,0.14454260230155963,0.7314940017369179,0.8910480625184604,129,394,553,367,498,338,387,469,350,326,46
SPAG16,277.6509130556352,-0.21302406020275552,0.172801412091728,0.07116240185011348,0.2608715227427431,237,264,452,321,428,311,300,246,232,226,86
SPAG17,42.986570130631314,-0.06844095744508946,0.3299592174342842,0.5465329337592308,0.7845425736508697,51,36,69,66,12,31,24,10,36,27,17
SPAG4,9.894588590148402,-0.13293148234932725,0.3954908643773406,0.2564378363981938,0.5429185992363433,11,7,9,28,8,5,0,8,5,5,17
SPAG5,619.4382893265465,0.24842877048777584,0.1825237218817841,0.04365441281930373,0.19077241173952728,1110,198,434,237,406,273,260,377,308,194,1993
SPAG5-AS1,26.728212029578536,0.1697211052725965,0.3257093922758703,0.20914015942799383,0.4889013554709003,54,14,23,29,40,20,17,32,23,25,19
SPAG7,669.4856637457043,0.2109340925969529,0.18371203502609318,0.08219870254141853,0.2841824753805768,796,404,591,446,883,592,354,544,468,475,1006
SPAG8,8.50697186136732,-0.0670604917534845,0.35919825629311863,0.5290551066638487,0.7741794909361971,4,6,9,14,11,6,7,8,8,1,13
SPAG9,5594.7369373394995,-0.0321343093788008,0.0825794220656343,0.6474299405751627,0.8448557618870376,6697,6167,8565,6250,6749,5348,5118,5907,5842,4599,2102
SPANXA2-OT1,52.59945520603597,-0.03569455607584488,0.2229348755151651,0.7598226675939739,0.903669437570098,44,51,58,68,48,26,44,45,51,36,2
SPARC,193509.87661140235,0.2446061191262689,0.12717481581093912,0.015114856667564623,0.09194458165209256,149482,185113,259934,197855,318184,220724,197075,232331,202734,199493,22670
SPARCL1,334.77820188638987,0.11882567605594088,0.1939477778710621,0.31487912598198065,0.6044246891815329,721,153,414,250,596,287,407,364,558,311,34
SPART,2244.828312635506,-0.15396211952570704,0.1536159567806277,0.15751880981839644,0.4164986703169063,2795,2027,3119,2282,2766,1943,1912,2480,2485,1875,1284
SPART-AS1,54.327664073492564,0.1743409860034812,0.3253111266957298,0.20014081138852052,0.4772261436429872,65,37,93,28,52,24,68,54,77,26,1
SPAST,1345.1049212499938,-0.10643860665538901,0.14131323410573288,0.30119179428333204,0.5908482825356061,1287,1554,2314,1073,1555,1359,1440,1394,1299,1007,480
SPATA1,12.59280759369703,-0.036053625988643,0.3325730916951111,0.7383300371810878,0.8939623639221088,22,20,11,8,15,5,18,10,7,12,4
SPATA12,9.095499501118821,-0.10959550560490247,0.36029626001094184,0.3500387515562974,0.6379697633815811,4,11,6,13,21,17,11,6,5,3,4
SPATA13,371.50628520285295,-7.941135795798353e-4,0.1887380501601077,0.9943809077188847,0.9984469270649391,745,202,503,346,323,202,292,358,378,155,625
SPATA17,83.9161392428091,-0.0860459033796158,0.2533112015061873,0.47998150052273303,0.7417335985618495,39,85,125,97,71,126,66,89,56,62,36
SPATA18,1194.8407927225207,0.4027802011289288,0.1639879916227943,0.0011330353361806824,0.013342330073021885,828,1229,1679,1243,1278,1219,1163,1612,1517,1212,46
SPATA2,257.7815934559413,-0.06753931279973996,0.15103139124617102,0.5222474589234241,0.7696213643303138,387,228,386,221,241,212,180,231,206,165,401
SPATA20,764.9890667835177,-0.09007104479614501,0.17209033441369068,0.42140701886540477,0.6999663397363297,710,1012,1377,1057,866,706,567,852,640,542,298
SPATA24,33.858663330814245,-0.07314743682262727,0.2803524367915218,0.5421346697002667,0.7823022534700481,31,28,51,40,15,33,11,24,29,26,57
SPATA25,5.156800442180055,0.05563617913195837,0.37876336698657664,0.5682459516536325,0.800588162395575,0,3,1,11,9,3,5,12,10,1,2
SPATA2L,151.25341612152167,-0.170507480187573,0.26313702432046454,0.19980565425276556,0.4770929890885307,140,184,175,177,198,138,71,152,49,127,270
SPATA31H1,117.341316701208,-0.27859707267922523,0.2652030605859036,0.05718061283326156,0.2269350284930527,139,169,211,156,108,84,104,90,87,113,67
SPATA33,153.44806713819364,0.05000183683115235,0.19507971064215823,0.6627223148501746,0.8533802263077053,157,176,230,179,181,138,84,149,82,138,171
SPATA6,199.7692252035072,-0.4804145014202937,0.3137373493529361,0.007719976538179777,0.057832287229486724,263,124,293,265,148,83,103,94,101,75,323
SPATA6L,51.04854234980971,-0.45311788746552184,0.3998371591628219,0.017817927178528835,0.10355856179153307,19,78,145,112,43,41,46,58,34,22,10
SPATA7,248.84227096619668,-0.21706357745930568,0.20355950097733894,0.08801067059213334,0.2961330202894654,232,259,439,353,237,208,191,231,257,225,143
SPATA9,21.552829934857456,0.4109923208237685,0.5343374898445377,0.027925713850788014,0.14242625836299885,17,9,38,6,16,21,37,25,27,38,0
SPATC1L,136.73880623439393,-0.07788352248552972,0.20506749023853033,0.5070763218088001,0.7601621351335054,195,160,165,130,163,128,58,105,78,129,266
SPATS2,1342.2606142779173,-0.11660848997928239,0.1653395934680043,0.2948537860703177,0.5856242961921911,1906,1234,1783,1315,1452,1170,1218,1327,1323,1046,1025
SPATS2L,3443.5253876830157,0.05825186590626781,0.13398098611590872,0.5572686752903688,0.7927162865709512,4923,2526,4518,3136,3885,3343,3405,3831,3747,2972,2226
SPC24,100.02818600055342,0.07719839870303877,0.2158784487430422,0.5151639334314776,0.7649576201839833,152,35,66,31,33,33,30,56,32,24,480
SPC25,93.51629904240082,-0.24087355740892633,0.3297394125966981,0.1056519195787047,0.3299374888956819,216,37,178,58,77,43,29,49,40,30,263
SPCS1,1008.8413867160514,0.062370513192964175,0.13776538942575278,0.5360946601316404,0.7788835495412975,1117,817,1374,1062,1423,1177,712,974,801,926,770
SPCS2,1453.955754212642,-0.0023157110633504397,0.13127129651958053,0.9811208284567078,0.9932151691944568,1962,1254,1689,1230,2761,1364,1220,1552,1328,1298,907
SPCS3,6554.596352473154,0.1087964023545605,0.10798661741276085,0.21037428049886076,0.4903364437685723,7888,6441,9156,6280,8401,6415,7838,6649,6799,5277,2329
SPDL1,704.8101491247139,0.39930306787231334,0.21710591405705582,0.005798809704505537,0.046844956190533846,1434,451,763,513,823,598,555,693,628,496,856
SPDYA,12.428537800496635,0.017566861924091046,0.30347948555094,0.8755944216880132,0.9517177512089551,19,10,9,13,21,12,22,13,5,16,4
SPDYE1,6.588335967655819,-0.11531920936725587,0.38107481235689067,0.31430654421436993,0.6037847326859159,2,12,18,8,11,2,3,7,4,5,2
SPDYE10,10.929378512997726,0.006399977594315929,0.36395487038054963,0.9467769137581658,0.9797493148853466,0,10,28,13,0,14,2,15,26,2,0
SPDYE12,8.203226773065094,0.03046537226503924,0.38333142770828027,0.735484912315351,0.8930429803549833,13,13,4,0,13,1,17,9,0,13,4
SPDYE18,14.802453145060628,0.062265118583022375,0.3572306349126467,0.5568967308659791,0.7924886323504449,26,16,17,0,7,11,33,19,10,14,4
SPDYE2,65.03088529991672,-0.23466639608733428,0.3510642933180009,0.11372362811569148,0.34495134282939444,0,72,187,81,63,34,76,64,47,43,34
SPDYE21,7.203789588170414,0.03976400150101372,0.3588356856704451,0.6941385910811919,0.8721724408306154,9,1,17,15,2,0,0,8,16,11,3
SPDYE2B,13.341397127866344,0.07296276316757529,0.475169651001564,0.14042203926525645,0.3922004273125997,93,0,0,0,0,38,0,0,28,0,0
SPDYE3,12.655891382555824,-0.018047090920049715,0.3668458284086847,0.850054200287953,0.9415724733935813,36,15,16,12,0,0,23,10,5,15,5
SPDYE5,20.616904530409585,-0.08443997767133657,0.3303974450033192,0.46877512936535687,0.7340658506169006,5,37,49,6,24,17,35,25,19,6,5
SPECC1,2394.7341275614885,0.1668723887281709,0.11266971526326344,0.06599618363377178,0.24960459214421774,2820,2506,3521,2317,2901,2388,2309,3050,2578,2247,869
SPECC1L,2711.8741805311956,-0.014926825896197487,0.1080756305837055,0.8631697867394844,0.9471158561555993,3907,2956,3664,2948,2958,2338,2204,2859,2537,2218,1788
SPECC1L-ADORA2A,18.28445214721096,-0.03278942831619256,0.32699697846091863,0.7632140131535033,0.9059069235442659,15,21,48,5,31,25,20,37,11,2,0
SPEF1,8.364250254693216,0.07620666431556178,0.37032604113933976,0.47098351487705886,0.7351081724857181,17,10,8,0,8,11,3,18,6,5,10
SPEF2,115.86224409739847,-0.12678904682853143,0.27749637952606443,0.3206139723822032,0.6093853945787393,140,146,213,208,111,81,88,73,96,67,57
SPEG,860.6590671385055,-5.914116900280527e-4,0.13802476300969563,0.9953042863671375,0.9987252621590291,698,1051,1435,990,1027,783,619,1213,620,746,516
SPEN,3215.1829702132895,-0.03899605612374419,0.1714635740886177,0.7235817201316929,0.8866491203316216,4722,3205,4478,3374,2685,2026,2193,2779,2383,2151,3452
SPEN-AS1,66.90355164963533,-0.020293280853197822,0.24897382901546725,0.8620844069380019,0.9465910898156388,111,33,99,18,84,67,42,72,24,45,193
SPG11,1966.282311072749,-0.12591009150063395,0.11421325261002759,0.16476958023476782,0.4275559364040642,2211,2212,3085,2726,1646,1616,1923,2115,2121,1507,1151
SPG21,1844.6142310457624,-0.3572517898442699,0.1487758435577751,0.0018481081253071156,0.019618378560952457,2234,2150,3020,2348,1908,1413,1225,1723,1598,1233,1856
SPG7,2389.529782081754,0.005067515410708268,0.15025496076677006,0.9613513037769645,0.9853771789536453,2599,2383,2915,1874,2911,2282,1824,2789,2111,2108,2349
SPHK1,385.8694934496689,-0.2193838555068588,0.19930984588224115,0.08236681699608414,0.2843711657225418,548,436,445,424,615,289,152,364,255,257,712
SPHK2,423.46755849849046,0.06959813573972831,0.14175654686201922,0.49677252121489307,0.7535037770364201,415,440,570,390,555,402,250,508,325,326,571
SPHKAP,20.356030508200362,0.05630085557738567,0.36736109431897435,0.5795193325389378,0.8076194321485429,191,6,12,0,19,7,3,0,17,5,0
SPICE1,508.41780087749925,0.04189483770217007,0.1613789075557726,0.6980371000826848,0.8747786133823129,697,409,687,395,613,479,499,553,612,403,328
SPIDR,581.3367828316564,-0.07855326583101971,0.17926422713708048,0.48753343510796754,0.747579524560208,831,576,780,535,579,437,423,429,460,359,780
SPIN1,4464.282764809659,0.16786453809141222,0.12022843547295885,0.07663742518152522,0.2727595195126061,5243,3938,6263,4465,5208,4193,4702,5000,4845,3955,2025
SPIN2A,17.848970363426602,-0.03444964987947311,0.2937435674899741,0.7638606540214159,0.9060725942758906,21,13,15,17,40,18,19,16,18,4,12
SPIN2B,112.15708035858115,-0.07841707227857636,0.2260076548889088,0.5121908543726894,0.7636472834291587,181,130,105,80,200,111,77,118,68,82,102
SPIN3,491.06026795124785,-0.027665299228115135,0.13860989156373602,0.7837161515508351,0.9143081323688845,548,492,694,578,633,457,403,519,597,445,206
SPIN4,309.5820053298579,0.7293261411941859,0.26476611228190655,1.544273186222271e-4,0.0026916778354425346,353,193,283,200,375,203,317,337,391,301,459
SPINDOC,954.3045120175458,0.10484131424979838,0.1427871924173706,0.311002868275375,0.6005905620632069,1229,687,1076,721,1250,781,430,911,654,582,1867
SPINK1,94.07934127438756,2.8185688586835425,0.45664015651656353,4.2586008853639625e-12,4.2580908732818825e-10,22,15,15,33,177,181,95,163,132,146,0
SPINK5,99.16224364650516,-0.08542983746853537,0.24605895839339845,0.4820025030166888,0.7431650780584182,82,113,120,129,131,125,136,108,128,92,3
SPINT1,3165.834936075282,-0.3531602778903422,0.15849665244656858,0.003017049947573726,0.02823918162813121,1472,4262,5318,4004,4321,3002,2275,3433,2441,2786,106
SPINT1-AS1,50.76645051699591,0.004913658159824152,0.25353410807737825,0.966333131925547,0.9875653734557062,11,37,54,126,73,53,65,43,32,37,3
SPINT2,4464.303909776913,0.0422637335827281,0.10771727431238752,0.6246809433824605,0.8329851270220592,2597,4933,5933,4665,9328,5539,3550,5581,4143,4552,651
SPIRE1,1406.5834410782265,-0.2733530138243548,0.21764341212196758,0.04317877886722629,0.18965258649200756,2061,1662,2700,1664,1293,1223,1164,1342,1264,1287,306
SPIRE2,133.22395481126762,-0.015186638803854523,0.1805672246580199,0.8917386228598629,0.9573261877661047,157,96,116,88,134,111,62,108,83,53,393
SPMIP1,21.6842698493855,0.016446348666968674,0.288794651741484,0.8854821488534153,0.9554647644990576,39,15,56,13,30,9,23,23,23,17,6
SPMIP4,198.98058505795905,-0.6273868942298924,0.36460336606934823,0.0028725905957312963,0.02733802850536253,165,278,494,263,230,163,149,181,198,123,49
SPMIP5,33.39282104148132,0.005789917995225343,0.24185551241841793,0.9603747629973307,0.98509037473707,10,42,48,36,56,36,33,54,36,26,3
SPNS1,1210.1501588356548,0.05639279437506594,0.12478950020020733,0.5537472681673804,0.7900731108990843,1928,1249,1417,1168,1657,1016,692,1337,934,1038,1249
SPNS2,149.0895153656544,-0.6875155837153074,0.35723850120974576,0.001497403727080411,0.016576318900337013,80,266,323,246,167,112,93,135,73,148,19
SPOCD1,145.3733609619151,0.016840525034680927,0.21604572301197614,0.8843109301524814,0.955170234709215,607,71,136,86,170,119,98,130,71,76,151
SPOCK1,1021.6355879650523,-0.04582863811882316,0.1640352884961499,0.6733759155276646,0.8596082559110163,4680,445,955,456,686,431,570,443,508,297,2315
SPOCK2,152.59964454842782,-1.7120931909068413,0.33609591666228744,3.170579151665393e-9,1.8255976094658184e-7,134,533,515,434,229,73,82,109,49,92,21
SPOCK3,65.80770087260946,0.08433119336065116,0.27287441886682695,0.4882858484536355,0.7480558937794225,168,24,51,104,115,48,69,64,58,56,8
SPON1,240.94811536304306,-0.05488657836657313,0.21057408850407755,0.6381253919354755,0.8405951963047666,448,72,211,132,104,89,103,128,98,68,1140
SPON2,75.62748906837459,-0.20417301699642998,0.31124844278559816,0.14897423652826333,0.40440628295206366,341,57,60,68,66,36,23,38,22,38,99
SPOP,738.530685239882,0.08492261791445901,0.13877365635836658,0.4029311574652561,0.6850733570808712,890,617,910,651,1084,769,596,836,787,674,448
SPOPL,1265.4785700251455,-0.06466905647082968,0.14646662408320255,0.5340490814635184,0.7777231877827149,1101,1438,2157,1511,1376,1216,1504,1275,1269,1015,265
SPOPL-DT,16.406173105462827,0.03800775721136677,0.329822528796633,0.7268232068380747,0.8884930281547667,8,11,22,19,3,18,22,25,20,9,8
SPOUT1,435.3532753050358,-0.04781193039881841,0.18116785038122965,0.670485146255837,0.85823059484278,630,372,473,428,534,330,229,397,254,276,737
SPP1,9971.165724319239,-0.11119508171636218,0.1210093052020378,0.2366330201321901,0.520126428450074,61813,4289,8839,5122,7868,5023,4512,6010,4823,4597,8066
SPPL2A,1499.6415988707922,0.0038576848140603063,0.1436669045823932,0.9699724505167335,0.989021509379185,1872,1693,1942,1489,1824,1541,1549,1554,1374,1218,578
SPPL2B,711.2790747553746,0.2406842758997029,0.18686617060713429,0.05239455957478701,0.21448500999749778,803,624,738,644,770,488,466,707,515,586,1341
SPPL3,1859.9184333661658,-0.09642919464179688,0.1558444000380093,0.3709856902919648,0.6574041235800943,1817,1900,2989,2149,1709,1652,1691,1736,1682,1504,1153
SPR,180.65562004047447,-0.3349937116567409,0.2734563903395382,0.030079834444688713,0.1494326163963379,140,229,332,277,333,169,108,184,151,124,44
SPRED1,1523.1384789631834,-0.06418137596747428,0.1270875720343696,0.5052990300696361,0.7594251178459457,1886,1488,2094,1427,1898,1264,1647,1524,1365,1074,1298
SPRED2,1588.8036654045966,-0.20655978945455147,0.15985232002826658,0.06820380355015718,0.25455232715255355,2826,1654,2758,2181,1365,982,1317,1369,1324,1103,1201
SPRED3,521.8030400881339,0.004445779674100553,0.15208697420366932,0.9662638437822043,0.9875550044971996,746,715,1165,640,484,312,399,483,456,402,180
SPRING1,3494.512288142669,-0.17144302202616477,0.13779433551773781,0.09673948621068926,0.3142715838027411,3619,3663,5279,4426,4081,3140,3175,3597,3169,3043,1732
SPRN,24.93634023554034,0.062435957445081076,0.31701528381656713,0.5862251635483016,0.8107308539859246,18,36,10,10,54,39,8,19,17,28,26
SPRTN,634.3077995885925,0.20763462450302714,0.14804665826769858,0.05626303058701864,0.22454112924044867,523,600,903,560,851,583,634,671,725,570,293
SPRY1,379.29191442192223,1.8052955402066602,0.2480551989143142,3.3054992546477435e-15,5.110669125380373e-13,491,141,250,165,375,404,477,666,496,477,166
SPRY2,1124.733488735112,0.6290639596687024,0.16700719136074663,5.222832060201612e-6,1.4681961235900085e-4,2704,701,1101,674,1391,894,985,1195,1145,944,916
SPRY3,140.78350093125766,0.06143611927887246,0.20131753452375326,0.5963304771326867,0.8178557366983593,237,126,224,100,132,123,157,186,146,118,55
SPRY4,1296.9438829290798,-0.35290028357060593,0.16801850797886753,0.0041742752708631235,0.036303150246287726,3933,1171,1810,1289,918,714,845,881,839,693,1671
SPRY4-AS1,32.768480590739536,-0.06805639274989717,0.28677545769075435,0.5672417167079395,0.8001184478450055,46,37,60,35,31,26,15,27,30,16,12
SPRYD3,471.40331446348296,0.03750995271019185,0.16254847046097062,0.7288355460217942,0.8897569781745811,574,419,803,522,693,475,324,552,447,453,157
SPRYD4,215.4187961107252,-0.4603654684145632,0.22826792757837708,0.002710526687358361,0.026166711876379947,249,228,372,303,257,206,193,197,140,138,156
SPRYD7,372.8394275783046,0.305582498674049,0.21744012195378612,0.026430094959274127,0.13677254190751287,406,278,450,231,656,411,351,418,351,378,188
SPSB1,1227.8760160330605,0.21600985739040662,0.17256802860305626,0.06746235966972518,0.2530293085725676,1548,1166,1588,1050,1562,1352,843,1427,1070,1324,541
SPSB2,136.95209166670236,-0.2896678199287716,0.29051954835777183,0.05699160364639213,0.22658233278272755,112,135,213,162,231,136,57,131,62,81,195
SPSB3,401.9025070158393,0.1892484749970635,0.1685389686872783,0.1012879515313023,0.32147998758214896,546,319,452,278,591,419,205,502,303,283,645
SPSB4,377.67837091735765,-0.3957634803738658,0.2686458065354596,0.013261421412751408,0.08406955761204367,621,110,159,137,151,110,71,88,54,80,2027
